"TAC 1 RAL", "DMR", "12.5", "448.337500", "443.337500", "Raleigh", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 1", "NONE", "1", "NONE", "2", "1"
"TAC 1 RH", "DMR", "12.5", "445.512500", "440.512500", "Rock Hill", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 1", "NONE", "1", "NONE", "2", "1"
"TAC 1 RIC", "DMR", "12.5", "448.587500", "443.587500", "Richmond", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 1", "NONE", "1", "NONE", "2", "1"
"TAC 1 RK", "DMR", "12.5", "446.887500", "441.887500", "Roanoke K4ITL", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 1", "NONE", "1", "NONE", "2", "1"
"TAC 1 RL", "DMR", "12.5", "448.975000", "443.975000", "Richlands", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 1", "NONE", "1", "NONE", "2", "1"
"TAC 1 RW", "DMR", "12.5", "445.612500", "440.612500", "Roanoke W5CUI", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 1", "NONE", "1", "NONE", "2", "1"
"TAC 1 SAN", "DMR", "12.5", "447.337500", "442.337500", "Sanford", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 1", "NONE", "1", "NONE", "2", "1"
"TAC 1 SB", "DMR", "12.5", "445.662500", "440.662500", "Spartenburg", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 1", "NONE", "1", "NONE", "2", "1"
"TAC 1 SCHA", "DMR", "12.5", "447.387500", "442.387500", "S Charlesto", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 1", "NONE", "1", "NONE", "2", "1"
"TAC 1 SOU", "DMR", "12.5", "449.787500", "444.787500", "South Hill", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 1", "NONE", "1", "NONE", "2", "1"
"TAC 1 SP", "DMR", "12.5", "448.762500", "443.762500", "Southern Pines", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 1", "NONE", "1", "NONE", "2", "1"
"TAC 1 SUG", "DMR", "12.5", "447.087500", "442.087500", "Boone", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 1", "NONE", "1", "NONE", "2", "1"
"TAC 1 SUM", "DMR", "12.5", "447.312500", "442.312500", "Sumter", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 1", "NONE", "1", "NONE", "2", "1"
"TAC 1 Spr", "DMR", "12.5", "448.387500", "443.387500", "Spruce Pines", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 1", "NONE", "1", "NONE", "2", "1"
"TAC 1 WAL", "DMR", "12.5", "447.537500", "442.537500", "Walhalla", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 1", "NONE", "1", "NONE", "2", "1"
"TAC 1 WAY", "DMR", "12.5", "449.450000", "444.450000", "Waynesville", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 1", "NONE", "1", "NONE", "2", "1"
"TAC 1 WCOL", "DMR", "12.5", "448.537500", "443.537500", "W Columbia", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 1", "NONE", "1", "NONE", "2", "1"
"TAC 1 WIL", "DMR", "12.5", "449.237500", "444.237500", "Wilmington", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 1", "NONE", "1", "NONE", "2", "1"
"TAC 1 WIN", "DMR", "12.5", "449.387500", "444.387500", "Wingate", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "No", "D141I", "005.0", "120", "Off", "Off", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 1", "NONE", "1", "NONE", "2", "1"
"TAC 1 WINT", "DMR", "12.5", "449.437500", "444.437500", "Wintergreen", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 1", "NONE", "1", "NONE", "2", "1"
"TAC 1 WLL", "DMR", "12.5", "447.387500", "442.387500", "Willamston", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 1", "NONE", "1", "NONE", "2", "1"
"TAC 1 WYT", "DMR", "12.5", "448.262500", "443.262500", "Wytheville", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "No", "D141I", "005.0", "120", "Off", "Off", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 1", "NONE", "1", "NONE", "2", "1"
"TAC 310 AHO", "DMR", "12.5", "449.337500", "444.337500", "Ahoskie", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D101I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "YES", "NO", "YES", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 BA", "DMR", "12.5", "445.687500", "440.687500", "Barnwell", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "No", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 BEC", "DMR", "12.5", "447.875000", "442.875000", "Beckley", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 BI", "DMR", "12.5", "449.287500", "444.287500", "Beech Island", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 BLU", "DMR", "12.5", "449.450000", "444.450000", "Bluefield", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 BOO", "DMR", "12.5", "448.037500", "443.037500", "Boone", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 BT", "DMR", "12.5", "449.737500", "444.737500", "Blufton", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 BUX", "DMR", "12.5", "449.062500", "444.062500", "Buxton", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 CA", "DMR", "12.5", "448.787500", "443.787500", "Cary", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 CHA", "DMR", "12.5", "447.412500", "442.412500", "Charlotte", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 CHAR", "DMR", "12.5", "448.037500", "443.037500", "Charleston", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 CHE", "DMR", "12.5", "447.587500", "442.587500", "Chesapeake", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 COR", "DMR", "12.5", "449.337500", "444.337500", "Corolla", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 CRO", "DMR", "12.5", "448.912500", "443.912500", "Crowders", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 CWY", "DMR", "12.5", "448.662500", "443.662500", "Conway", "NORMAL", "Color Code Free", "Medium", "Medium", "60", "0", "HIGH", "No", "No", "No", "No", "Yes", "001.1", "000.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "2"
"TAC 310 DC", "DMR", "12.5", "448.262500", "443.262500", "Washington DC", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 DIL", "DMR", "12.5", "448.162500", "443.162500", "Dillon", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 DTC", "DMR", "12.5", "445.612500", "440.612500", "Columbia", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 ECOL", "DMR", "12.5", "447.512500", "442.512500", "E Columbia", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 ENG", "DMR", "12.5", "447.462500", "442.462500", "Engelhard", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 FAN", "DMR", "12.5", "448.937500", "443.937500", "Fancy Gap", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 FLO", "DMR", "12.5", "447.162500", "442.162500", "Florence", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 FRA", "DMR", "12.5", "449.375000", "444.375000", "Franklin", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 GOL", "DMR", "12.5", "447.362500", "442.362500", "Goldsboro", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 GRE", "DMR", "12.5", "447.887500", "442.887500", "Greensboro", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 GREE", "DMR", "12.5", "448.112500", "443.112500", "Greenville", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 GREEN", "DMR", "12.5", "448.837500", "443.837500", "Greenwood", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 GRNC", "DMR", "12.5", "449.800000", "444.800000", "Greenville NC", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 HB", "DMR", "12.5", "448.137500", "443.137500", "Hillsborough", "NORMAL", "Always", "Medium", "Medium", "60", "0", "HIGH", "No", "No", "No", "No", "Yes", "000.1", "000.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 HEN", "DMR", "12.5", "446.887500", "441.887500", "Hendersonville", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 HER", "DMR", "12.5", "447.162500", "442.162500", "Hertford", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 HH", "DMR", "12.5", "447.037500", "442.037500", "Hilton Head", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 IVY", "DMR", "12.5", "448.875000", "443.875000", "Ivy Knob", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 JAC", "DMR", "12.5", "446.837500", "441.837500", "Jacksonville", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 JEF", "DMR", "12.5", "449.737500", "444.737500", "West Jefferson", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 KIN", "DMR", "12.5", "447.637500", "442.637500", "King", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 LC", "DMR", "12.5", "445.637500", "440.637500", "Lake City", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 LEN", "DMR", "12.5", "448.187500", "443.187500", "Lenoir", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 MAM", "DMR", "12.5", "447.850000", "442.850000", "Mamie", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 MC", "DMR", "12.5", "449.975000", "444.975000", "Morehead City", "NORMAL", "Always", "Medium", "Medium", "60", "0", "HIGH", "No", "No", "No", "No", "No", "000.1", "000.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 MYR", "DMR", "12.5", "446.912500", "441.912500", "Myrtle Beach", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 NAG", "DMR", "12.5", "449.987500", "444.987500", "Nags Head", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 NAS", "DMR", "12.5", "447.612500", "442.612500", "Nashville", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 NCHA", "DMR", "12.5", "447.462500", "442.462500", "N Charlesto", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 OC", "DMR", "12.5", "449.012500", "444.012500", "Ocean City", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 OR", "DMR", "12.5", "445.587500", "440.587500", "Orangeburg", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 PET", "DMR", "12.5", "447.687500", "442.687500", "Petersburg", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 RAL", "DMR", "12.5", "448.337500", "443.337500", "Raleigh", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 RH", "DMR", "12.5", "445.512500", "440.512500", "Rock Hill", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
"TAC 310 RIC", "DMR", "12.5", "448.587500", "443.587500", "Richmond", "NORMAL", "Color Code Free", "Low", "Low", "180", "0", "HIGH", "No", "No", "No", "No", "Yes", "D141I", "005.0", "120", "Off", "Off", "YES", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NO", "NONE", "TAC 310", "NONE", "1", "NONE", "2", "1"
